sentimen,Tweet
-1,lihat ternyata janjimu memang sekadar frasa menenangkan namun hanya sementara jika iya mana buktinya aku menunggu namun 
-1,aku banyak diam bukan sebab aku taknak bergaul tapi aku penat sembang kosong 
-1,kalau mau pergi tolong pamitan duluetidaknya aku tau apa alasanmu pergi 
-1,valir tu bikin skill kita ga guna 
-1,paling ngeselin kalau driver udah bilang mbak yang cancel ya tapi jangan centang yang driver asked to cancel jangan ajar 
-1,kampanye hitam adalah yg isinya fitnah dan hoax 
-1,suatu hari kamu bakal kehilangan sesuatu yg berkali2 lipat dr pulpen mgkn kamu mikir sepele ah cm pena tp 
-1,nak cakap men are trash lagi bacalah kisah ini 
-1,tf charlie dah gigit bawah mata aku apa salah gue sih 
-1,lohhhh kamu masaoloh ku beemu dengan mu di tempatepei ini heh tan balik lu anjerr
-1,ni aku rasa camera dia boleh nampak sekali dengan dosa besar kau buat 
-1,dosen satu ini aku kalo telat bikin salah dikit diungkit2 mulu tapi kalo ada apa apa baru ke aku huft
-1,demi apa emg gimana ceritanya tp kamu ga dikata2in kan 
-1,emang kau tukang fitnah laknat mrasa sok suci sejatimu adlah anjing najis bangsatyiah sundel k 
-1,itu yang sering putus karena alasan kamu terlalu baik buat akuuruh pacaran aja sana sama begal
-1,misalkan beneran terlaksana dua2nya aku ga paham nih 
-1,perasaan sedih marah kecewa itu mengganggu dan menyakitkan namun disaat yang bersamaan perasaan ini juga memberi pesan 
-1,bukan dia yang memberikan harapan kamu aja yang berekspektasi lebih 
-1,apa kabar rakyat miskinku
-1,tak ada yg mendukung rahvana ramaemua orang mendukung dirinya sendiri bila untung mendukung rahvana orang itu akan 
-1,berarti mereka tidak punya malu yo wkwkw atau punya tapi dikalahkan oleh syahwat politik wkwkw
-1,siapa dapat first impression macam niumpah aku ingat kau dulu sombong gila orang pun cakap kau macam sombong aku p 
-1,betul sekaliayang beberapa kalimat ini saja mereka tidak paham dan melebar kemana mana
-1,jaga ya ucapan kamu
-1,kesilapan terbesar mentaliti masyarakat malaysia adalah terlalu mementingkan result dan bukannya proses yang betulebab i 
-1,dulu kita rapat sangat terlampau rapat tapi sekarang dah macam tak kenal antara satu sama lain aku dah agak benda ni ak 
-1,pelik bila kawan aku kat office bertudung tapi tak pernah solat ada kawan perempuan tak bertudung dan merokok tapi 
-1,dulu waktu kecil gue mikirnya gapapa sekarang jelek item dekil buluk nanti gedenya cakep sampe sekarang sudah 13928174 
-1,pendukung bosan bingung presiden jokowi begitu cepat krja nya kemaren minggu pagi diolo jogja langsung palu b 
-1,saya mah kasihan dldgn orang yg gak punya miskin seperti tukang sampah fakir miskin ana 
-1,makanya to gausah terlalu cinta sama kantor kamu mati atau resign mereka juga ga peduli dan ga ada sedih sedihnya 
-1,punten sanksi 3 4 5 laga untuk alasan dengan sengaja menjatuhkan lawan itu teh gimana maksudnyaepak bola atuhl 
-1,stress nya ya allah hadap kerja ni sumpah aku rela belajar lagi 
-1,Ini kok menurut saya ngga etis ya Nder Gempa Palu itu makan korban jiwa ratusan orang lho Kok kamu kaya 
-1,kukira aku introvert ternyata juga pedopil 
-1,ketika dia yg kamu cinta melakukan salah tak perlu memberitahu semua temanmu karena bukan mereka yg akan memaafkan tap 
-1,aku sedih '
-1,petang tadi dok lepak2 pantai lepas tu perasan ada dua awek dok tonggeng2o aku decide utk datang dekat depa tanya buat a 
-1,tidakemua mimpi dan harapan akan terwujud sesuai dengan keinginan kita orochimaru naruto
-1,aku pengen nangis liat ini 
-1,penat betul jaga hati orang ni dah lah taknak hargai tak peduli pulak tu kita sakit ke sedih ke 
-1,mereka tak peduli dari mana kamu memulainya mereka melihat dari bagaimana caramu mengakhirinya 
-1,kamu jahat jahat bgt udah ngambil hati saya ga pernah dibalikin 
-1,kenapa twitter suddenly stopped bila aku buka dkt app kalau buka pakai website helok pula 
-1,knp sih suporteran pasti identik sm tawuran bbrp kali nonton sepak bola langsung di stadion sebenernya gk begitu e 
-1,innalillahi wa innailahirojiun negeri iniudahangat genting kepadaiapa kita percayakan keamananekarang mau l 
-1,pak dituduh pki dari sebelum jadi presiden sampek sekarang itupun sambil teriak teriak sampek mejen polanya sama 
-1,keknya aku ga bisa ikut level up ya album aja ga onok
-1,terjemaahesungguhnya telah rugi para pelajar itu iaitu mereka pelajar yang tidak hadir ke kuliyyah dan jug 
-1,annoying juga rasa diri aku ni kadang kadang sebab duduk atas kerusi pun still nak bersila macam duduk atas lantai 
-1,edy rahmayadi ke restoran waiters datang waiters pilih menu apa pak edy apa urusan anda mena 
-1,gua stress ngeditnya jaemin ya allah aku mileamu 
-1,tak faham aku tgk cerita iron fist ni
-1,jae besok aku ga bisa nemenin kamu pas siaran yaoalnya aku harus kerja kelompok jaehyun pun badmood karena kali i 
-1,orang orang kisah cintanya kayak novel apalah aku cuman kek buku tulis sidu kosong yang tulisannya practice mak 
-1,emotnya kenapa woyejak kapan kamu jadi uke nak 
-1,mulai main kasar memancing perseteruan periksa tkpaksi saksi periksa cctv tkp hasil visum kalau kamu gak mampu juga ni 
-1,anjing
-1,kan kamu jadi halla nggak minat ngenalin aku ke zn noona gitu 
-1,dpr kritik pemerintah buka bantuan asing untuk gempa palu ini udah kita prediksi kelicikan mreka kmarin mreka teriak2 aga 
-1,jadi ingat kader paai gariindra yg bakar sekolah 
-1,innalillah biadab dan sangat tidak prikemanusiaan 
-1,bobotol goblok ga lawan ga kawan dibunuh juga
-1,edy rahmayadi pas di alam kubur malaikat siapa tuhan mu edy apa urusan anda menanyakan itu bukan hak anda ber 
-1,goblog kamu 
-1,sejahat jahat aku tak tergamak nak siksa dan bunuh kucing sampai macam tu nah sekarang rasakan dah kena cekup 
-1,aku kalo ibuku ngomong jangan males begitu nanti kamu punya anak males juga dalem hat 
-1,banyak alasan lah udah tinggalin aja cowok mbak berhak dapet yang lebih baik 
-1,kawanku bilang ke aku kau orng islam kok makan bpk kan haram dengn santai ku jawab aku juga masih suka alkohol 
-1,jelas bisa tapi kerusakan lah yang akan timbul jadi apa kah masih layak sebuah idealisme yg mengatakan ini hidup 
-1,trus lain lg cerita kau terjmpa dngn member kau siap ckp wainah truk juga jrawat kau tu la horny kan hi sialan b 
-1,untuk kawan kawan aku yang hisap rokok tu aku sayang korang kalau boleh berhenti ye guys mungkin bukan sekarang kena 
-1,ternyata aku yang tertipu wkwk
-1,wow sekarang saya sedang muak dengan twitter karna isinya kebanyakan melecehkan indomie dengan cara menjadikan indomie 
-1,kasihan klub persibnya gara2 ulah suporter mereka jadi kena imbasnya padahal persib lagi menduduki 
-1,nak tnggu org reply email mmg lambat ah citenya aku nak settle kan bulan ni jgk 
-1,telkomsel imamsukaaa hai mas imam mohon maaf atas ketidaknyamanan yang dialami terkait keluhan tidak dapat akt 
-1,aku pamit dan jangan cari aku 
-1,kalau wanita bilang bahwa semua laki laki itu sama mengapa mereka lama sekali memilih suami 
-1,dari dulu kurir anda memang lama dalam pengiriman walau barangnya sudah tiba di kota entah apa yang ada di 
-1,kamu masih sibuk kapan kembali aku rindu biy
-1,kalo u merasa banyak grup yg pantas dari bts then work for ittream dan promo musik dan karya idol lo yg ken 
-1,kadang2 aku rasa kau terpaksa kau takde pilihan pun untuk stay tapi kau taknak nampak kejam untuk pergi 
-1,buat anak anak ku yang tidak bersungguh sungguh dalam pembelajaranmu hanya tidur main phone whatapps dan membuang wak 
-1,aduh oppa kamu ternyata main di belakangku yah enggak kok beb aku cuman untukmu akun rp siapa kete 
-1,biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
-1,dulu aku selalu dengar orang kata menangis tanpa keluar suara itu lah sakit yg paling mendalam sebenarnya now i feel that 
-1,mana itu akun ratnasrempet jangan diam segera klarifikasi itu berita klau kamu dianiaya jangan bohongi masyara 
-1,pendukung jokowi tuh manja gamau dipanggil munafiqun tapi kelakuannya gitu trus kita harus bagaimana i 
-1,aku dan kisah miskinku 
-1,and lastly mak aku fed up dia dah tak buat sarapan dah lapar cari sendiri geledah je almari tengok makanan yang 
-1,ada salahsatu poin hukuman buat bobotoh yaitu melakukan sweeping itu pelaku supporter persija yg tahun kemarin 
-1,aku terbiasa dengan sinetron indonesia tapi video yang satu ini bikin aku ngga bisa berkomentar 
-1,temen gue yg lagi di padang nge dm jun kangen aku gak terus aku jawab enggak abis itu dia gak ada bales lagi respon gw dingin ya 
-1,kekmana rasanya dicurhatin dua orang yg keduanya sebenernya harus menyelesaikan masalah mereka sendiri tapi dua2n 
-1,ih engga masih jabar maksud aku 
-1,antropolog amerika robert jay tahun 1953 turun ke jateng menggambarkan kekejaman pki mereka menggunakan kekuat 
-1,cite dia aku sakit perut pastu bas ni lambat pulak haha
-1,selama ni mmg ketinggian tk pernah jdi penghalang rupa yg selalu menjadi penghalang 
-1,mereka ngotot mau berangkat ke palu disana tidak menolong begitu tau kondisi lapangan ngotot balik ke makasar banyak pecundang
-1,jangan bangga jadi orang kedua jangan bangga jadi orang ketiga jangan bangga jadi orang yang ada diantara hubungan 
-1,kuharapandi ke bogor dan ke roti unyil sambil bawa kamera nihhh gegara ekonomi sulit roti donat dan burger jadi kecil 
-1,amat keji dan biadad
-1,aku harap dia tak jual fhone 8 dia semata nak beli xs tu 
-1,10 tahun jadi bestfriend but gaduh sikit sampai 7 bulan tak tegur malam tadi aku koyak sikit pastu post gambar dia tetib 
-1,suka heran kenapa rp chanyeol banyak banget di tl aku sampe puyeng 
-1,dari dulu emang kurang begitu suka nunggu termasuk antre eh apalagi tambah lapar dan ngantuk kalau udah begitu 
-1,rpw padahal pengen bodo amat kalo misal dia mafia acc yg punya prinsip beda acc beda cerita juga tp tetep ada rasa sedih s 
-1,untuk apa masih berpegangan bila hanya mendung hitam yang datang dan jerit tangis yang berjatuhan pelukanpun tak lagi me 
-1,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt 
-1,sumpah annoying weh tu masalah kau jgn expect aku selesaikan 
-1,jauhnya d ruangan jendela renunganku membisikkan suatu kenangan silam aku thu sgalanya bgitu aku percaya janjimu yg satu 
-1,Rusia dan Cina bunuhi warga muslim tanpa pertimbangan macam macam juga tak perlu minta izin PBB mengapa pemimpin muslim 
-1,ora aku malah mimpi jerawaten mba aku wediii ketone aku luih wedi jerawaten timbang reti mereka berdekatan 
-1,i baru 3a hm mengecewakan hang takmau a tu mai kat aku ' 
-1,kalau aku dah berubah sorry i wont turn back anymore sbbnya aku dah penat dgn semua benda 
-1,jika kita gagal dalam mengupayakan bisnis itu bukan berarti jalan kita telah habis telah buntu 
-1,hahahha apa ni aku gak ngerti dong 
-1,aku tak faham betul lelaki tak suka perempuan pakai makeup 
-1,tempe khot news panik takut diganti 2014 lalu jokowi menang tipis dari prabowo karena dulu rakyat tertipu dengan w 
-1,induk dari semua masalah adalah rasa dimana kamu merasa sangat tertekan karna membebani seseorang yang telah melahi 
-1,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok 
-1,ahh gituu lalu dia nya gasuka kamu 
-1,apa kabar tuan pemilik hati beku kuharap kita akan berjumpa lagi dan bersatu bersatu menjadi sepasang kekasih halal duniaku ki 
-1,niat lahh niat menghalalkan kamu juga
-1,ga kenal aku
-1,sirih aja km sama aku
-1,kau bayangkan kau tengah meniaga dekat msia pastu pelancong asing datang maki2 kau dalam bahasa dia kau pula faham apa di 
-1,aku biasa aja ma manba jd ya biar terserah staff aja anak2 di grup tuh yg hype bgt 
-1,kamu tak sadar kalo sekarang yg berkuasa tuh siapa dan kamu membenci sekalieberapa tingkatkah ilmu analisis ka 
-1,ga salty sih cuma sebagai orang yg ngikutin mereka dari awal dan tau gimana dulunya mereka ga dikenal bahkan dulu 
-1,jangan bermain dgn perasaan orang lain kamu mungkin menangkan permainannya tapi kamu bisa kehilangan orang itu sel 
-1,aku confuse dgn penjual kt malaysia ni macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then 
-1,aku nak pulang barang kau je tu pun susah gila nak balas ws ke perangai macam apa la
-1,yang mana kenal aku tanyalah jarang aku menolak takut jadi macam gini ya allah jauhkanlah
-1,eh emang rpp apa wkwk wah aku salah permikiran
-1,kita keributan aja
-1,nah beda sama idol yg comeback setahun 3 4 kali yang norak itu kamu nder gak pernah ngerasa hyp 
-1,91mateskuuu aku kaya anak ilang disini 
-1,tp gue gak ngerti sh maksudnya apa wkwk
-1,thank youeptember what i learn from you biar la orang buat jahat dengan kita amp kita terima je la manusia dengki ni ada 
-1,prd yg dimotori budimanudjatmiko mrpkan partai dgn history pergerakan yg mengacu pd faham komunis keberadaan prd adalah ben 
-1,lepaskanlah dia tidak mau kamuadarlah jangan membatu 
-1,astagfirullah komnas ham jokowi dan kompas bohong besar tentang pembangunan infrastruktur di papua 
-1,Bener kok di kls jg tmn2 cowo kadang suka tiba2 gangguin smbil ngmng kasar cara ampuhnya ya emng hrs did 
-1,memang dari awal kau tak percaya aku pun so apa lagi klako
-1,pejantan alfa amp induknya dibunuh leher bayinya diikat karena akan dijadikan hewan peliharaan jangan beli amp pelihara anak 
-1,sudah waktunya aku mulai menjalani hidupku sendiri mello death note 
-1,atlet datang adu menang kamu datang pergi datang lagi terus ninggalin jadian sama yang lain recehkantwitter
-1,sampai sini sajalah persahabatan kita ada kesalahan kita boleh tegur dan maafkan ada pula yang melampaui nilai keman 
-1,ratnaarumpaet dianiaya orang mirip ulah pki pki biadap pki laknat hancurkan dan azab lah rezim dzalim ini 
-1,huhuhu apa maksud awak ni saya bukan lgbt kahkahkah aku redha je amoi
-1,ini serius beneran mereka makin kurang ajar maen kekerasan 
-1,teman seperjuangan revisi ga ada yang ambis aku pun males ambis 
-1,kamu kemana aja ga nelpon ga ngabarin emang kamu ngerjain apa sihibuk banget aku marah maaf sayang aku 
-1,mau buat testi tapi males tapi takut juga testi dicolong orang lain order logo testi diaku aja sini bebas request 
-1,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
-1,perkiraan yg cukup mengerikan jika seandainya kita tetap 
-1,wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant 
-1,rlt abis liat foto ayah kok jd keliatan tambah tua trs kepikiran anaknya maksiat trs kok jahat bngt ya udah diurus dr k 
-1,jangan selalu menyalahkan orang lain ada kalanya kamu juga harus intropeksi diri
-1,takde gf pun takpe imaginary gf pun also can lepastu lama lama aku jadi gila sekian
-1,tapi dlm hati ngedumel dan kesel liat calon2 tentara ini yg gak ngerti budaya antri pengen juga kubilang mas nya 
-1,aku jumaat kls smpai ptg pack gila
-1,perpisahan itu tentang ego kita masing masing yang perlu diganti bukan aku yang harus kau ganti 
-1,ketika kamu menuliskan kekesalan ketika itu kamu hanya akan membuat dirimu mengesalkan marioteguh
-1,buat kamu yang sedang merindu 
-1,masih ingat lagi tak macam mana mula mula kita kenal dulu awal nya aku tertawa dan akhirnya aku menangis 
-1,org tua wanita lagi teganya mereka melakukan kekerasan tsb
-1,habisnya kamu nyebelin
-1,Aku geram wehhhh Roomate aku malas gila nak layan sampai cakap memang kita je yg hidup pakai heater d 
-1,bodo amat aku mah kak tik wkwkwk
-1,jangan aku tidak sudi mereka bertemu manusia alay apalagi foto bareng
-1,temu butuh rindu rindu butuh waktu dan kamu 
-1,why should you care bales aja kenapa harus kita yang mendem padahal bukan kita yang jahat tell her to 
-1,kalian mungkin ada yg anti atau benci k pop tp coba deh dengerin pidato salah satu member bts iniuka atau tidak mau k 
-1,duka donggala dukaku duka palu dukaku duka mamuju dukaku mari kita sumbangkan doa untuk kesembuhan fisik yang terki 
-1,kamu bebas mencibir menjelek2kan pemerintah sampai kamu nungging2 muntah2 giliran pemerintah memberi hak rakyat untu 
-1,aku dah give up nak upload pic
-1,fitnah dan hoax si 
-1,dari kemarin2 agak males nonton karena yah meski aku soel meski dramanya high rating aku agak2 ga percaya kalo cer 
-1,ga boong ih aku pura pura kenalama kamu tau 
-1,bukannya kamu susah moveon cuma kamu belum ngerti aja kalo moveon itu bukan melupakan tapi merelakan 
-1,sejauh aku berjalan sampai dahlia baru perasan tertinggal labcoat kat dinamik sobss
-1,ptl kalian pernah ga sih ngerasain kecewa bgttt sampe kalian gabisa marah gabisa ngerasain sedih terus gbs benci sama org 
-1,nangisssss seempangggg 
-1,aku kiciwa sama diri aku paksyet 
-1,ada yang ngerep mereka kafir seriously harusnya statement itu lebih nampar dong masa yang dibilang kafir itu 
-1,jangan kecewakan orang lain hanya kerana kita pernah dikecewakan the point is buanglah sifat nk blas dendam tu klau 
-1,dulu waktu kecil aku bercita cita ingin menjadi seorang pengkhianat 
-1,aku hanya ingin melindungi mereka walau harus menjalani penderitaan seperti apapun nagato chapter 373 quoteui
-1,muslim malaysia jangan sombong atau merasa suci kerana tiada tsunami barangkali kita sedang di uji dengan nikmat istidraj 
-1,kita semua pasti pernah salah namun ada perbedaan besar antara salah yang buatmu dewasa dan salah yang sengaja dilakukan
-1,terkadang meski tahu bahwa kamu bisa hidup tanpa dia yg kamu cinta kamu terus meyakinkan dirimu bahwa kamu tak menginginkan hal itu 
-1,dia cuma iseng membuka obrolan denganmu karena lagi kesepian aja bukan niat mau membuka pintu lebar lebar buat kamu masuk 
-1,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn 
-1,dan janganlah kamu bersedih hati terhadap mereka orang orang ingkar dan berendahdirilah kamu terhadap orang orang yg 
-1,15 tahun and still counting sebab aku tahu akan hadap perangai babi kau sampai akhir hayat aku 
-1,ko pon x comel jd apa masalahnya
-1,daripada ade kau untuk menyakitkan hati aku
-1,kamu minta banget dikasarin beybi 
-1,karna ahli dalam mebuatnya tertawa belum tentu ahli membuatnya jatuh cinta dan menjadi pemilih hatinya 
-1,2014 janjinya bangun puskesmas 50 000ampe 2017 puskesmas baru yg dibangun gak sampe 100 boro boro 50 000 gebleg 
-1,siapapun kakek ini aku sedih bathinku marah apa kalian tidak punya kakek dirumah bagaimana jika itu kakek aya 
-1,ikut aku gamau ditinggal
-1,kamu agresif nder
-1,hai mohon maaf atas ketidaknyamanannya kami infokan cashback berupa credits akan kamu dapatkan maksimal 
-1,malas nak bermusuh or ade perasaan dendam ke benci dekat sesiapaukauka la tak suka tak suka la hidup masing2 kita se 
-1,malapetaka terbesar umat ini bukanlah bencana bumi tetapi bala yang sebenar ialah agamawan yang hil 
-1,takde gf pun takpe imaginary gf pun also can lepastu lama lama aku jadi gila sekian
-1,jangan disangka air yg tenang tiada buaya jangan disangka muka yg tenang tiada masalah yg melanda jangan disangka oran 
-1,tak faham aku pakcik ni dari tadi membebel sorang sorang kata melayu itu ini ehh aku nak tidur pun payahlah ada aku 
-1,ishhh sengaja nak buat aku terpengaruh haihh apa tajuk lagunya 
-1,jangan kebanyakan mikirin aku nun jadi pusing kan 
-1,kamu mau aku mati 
-1,tak sekarang ni aku baru je langgan data baru dah kenapa slow jugak niiiiiiii adoiiii 
-1,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
-1,gamau ah kamu bau 
-1,pasya claim yang aku tok makan apa apa still kurus keding babi juak eh aku lom pernah rasanya post gamba ku gemok 
-1,lihat aku aku juga ingin diperhatikan pernah kamu bertanya padaku apa aku baik2 saja aku disini aku ada aku h 
-1,mana blm di bales chat aku dari tema kkt ku kuning putih balik lagi ke kuning 
-1,pernah dan abis itu aku ga berani bawa motor selama beberapa hari dan pas mau bawa motor lagi gemeteran gitu
-1,kurang tau sih kami ini dari jawa mana cuman tau keturunan jawa dari bapak sunda dari mamak tapi kalo suruh mili 
-1,hi mohon maaf atas ketidaknyamanannya perihal kendala kamu sudah kami bantu konfirmasi kepada tim 
-1,buset dah aku udah pasrah aja klo ketemu yg ginian 
-1,saya selaku admin peleksana event 2tahunipintinioi meminta maaf yang sebesar besarnya untuk anak anak dikarenaka 
-1,aku sorang je ke rasa ayam kfc makin lama makin kecil 
-1,ya ngapain aku kodenya ke kamu mending ke orangnya langsung love eh
-1,kenapa sih kamu tuh 
-1,alasan paling cliche aku pernah dengar dari mulut seorang wanita adalah 'saya dah banyak sakitkan hati awak dan tak sanggup 
-1,kukira hanya aku kukira dispesialkan ternyata tidak dia juga 
-1,mb aku emang bangsad maafkan aku 
-1,orangnya ga ganteng wangi parfum sebotol ga cute pemalu ga asik ngebosenin ngetik kamu 
-1,keliatan banget jeleknya itu award ' dan mereka bilang beli penghargaan usaha woy kalo mau me 
-1,kalau aku lagi pusing sama tugas ih kesel part time cari cari di tempat makanan gitu let kadang kan ada yang cari gituu 
-1,TUNDA pertemuan IMF WB sebagai bukti KEPRIHATINAN kita pak negara lain aja prihatin sampai membantu https 
-1,kalau kita ketemuan terus main hp masing2 cuma mau nyari bahan buat ditubirin bareng2 aja biar ada obrolan 
-1,kalo kiki yg aku bilang nyebelin gpp ya 
-1,pusinggg bingung takut hemm aku kudu piye iki
-1,bagiku menerima org yg baru adalah toksik buat tubuhku itu artinya aku harus melupakan kamu membuat kenangan deng 
-1,jangan jadi kompor kamu ya jeffan
-1,aku dulu lahir di jogja jogja dijuluki kota berhati nyaman pantes aja aku langsung pake hati kalo udah nyaman dikit 
-1,aku ngapusi hehe th baru aku balik klaten bersua kita ngopi karo keong
-1,ya habis kamu suka ga jelas 
-1,now aku dah malas perduli nak mintak tolong ka nak cerita apa ka aku dengar ja nak peluang bserta hati mohon maaf 
-1,exocomingsoon jahat kan ada yang baru yang lama dilupain emh makasih ya kokobop karna kamu aku jadi tau yang namanya keindah 
-1,inna lillahi ternyata benar bunda ratna dianiaya biadab dan keji cara membungkam khas pkiudah sangat melampaui bat 
-1,nanti saat aku berhenti mengeluh saat itulah aku sudah berhenti peduli pada hubungan kita dan berhenti mencintaimu
-1,iya makanya aku ga enak ngajak nya tuh gitu karna jauh
-1,aku lemaaaah itu mau balas dendam atau gimana
-1,lucu do tadi kak cafe asal mana dik mearawak kak k cafe org mana me kuching kak k cafe ohhh org bandar 
-1,aku dok sejid la ni
-1,gak bisa aku dulu 
-1,udah biasa sih temen model begini ga kaget ga marah juga ga diucapin yg penting gue masih nafas masih 
-1,sekarang ni memang trend agaknya masalah rumahtangga keluarga dosa dosa lepas dan maksiat diceritakan di sosial media b 
-1,emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif oleh sebab itu kamu harus tenang teens livia
-1,aku traumatised tengok fjdjksj kenapa punn dub japanese 
-1,macam mana nak tidur kalau still fikirkan orang yang kita sayang okay ke tak tu tidurnya lena ke dia perlukan aku tak ka 
-1,aku relaa dikutuk jadi bayi yang digendong minongeriusaan 
-1,denganmu aku bahagia hidupku di penuhi warna namun jika kamu tinggalkan aku mungkin yang terisa hanya derita yang hanya ak 1000katasayang
-1,aku tuh gak bisa diginiin lemes banget 
-1,tetiba stress dgn org yg nak kita dgr ckp dia je ikut cara dia pun salah juga 
-1,yah telat ya aku udh gblh ikutan dong 
-1,bodo punya sally nak main pasir tak pasal aku gak yang kena tanggung adu yang alice pun bingai beli pemadam 
-1,yth kami minta tanggapan terkait perilaku polisi di video ini kejam betulbg orang yg dulu jg sering dem 
-1,katanya pemain inti dihukum 5x tanpa main lalu supporternya ko cuma setengah musim mereka kan pembunuh jangan ditutupin
-1,tim melakukan doa bersama dan tabur bunga di tkp 
-1,jadi benci sekali sama orang2 yg jelek jelekin pemerintah mendagri segala macam di tengah situasi begini ga yakin ada duk 
-1,turut berdukacita atas saudara kita yang mengalami musibah tsunamiemoga keluarga yang ditinggal korban jiwa diberi ket 
-1,kadang kamu memilih tuk sendiri karena lebih baik persiapkan diri tuk pantas dicintai ketika dia yg tepat menghampiri 
-1,aku menyerah bapa
-1,buat warga temenku ditwitter aku minta doanya malam ini kaki gunung ciremai kebakaran lagi dan ini udah gede banget dita 
-1,jawaban ketua pssi soal ripharingga itu sama sekali gak bisa diterima aparat di mana jelas jelas orang itu dipukulin d 
-1,nggak pacaran aja deh kita 
-1,kenapa aku nangis baca komik ni 
-1,salah mulu aku tuhh 
-1,1 di saat banyak rakyat indonesia bahkan dunia menundukkan kepala berduka dan mendoakan para korban gempa dan tsunami di 
-1,xl lg lemot parah yg temen juga bentar doang kan mbak ya husnuzon 
-1,support brother kita ni walaupun tutup muka tapi apa yang dia katakan betulpread this sampai dato alif delete mv bodoh 
-1,pelatih gre besok setelah latian pagi siangnya mau nambah fisik w apa urusan anda menanyakan itu auto di can 
-1,biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
-1,mohon masukkn drg dlm pengering tu plk heyyyyy sakit hati aku tgk muka setan2 nie
-1,itutuuuh ituuuu parah ini lebihlebih si galaunya semoga dapet bocoran apa bedanya deh hmm aku jg msh nyari2 soalnyaa
-1,marahin aku tu koooo kompor
-1,celotehaya disebut presiden termiskin di dunia tetapi saya tak merasa miskin orang miskin adalah mereka yang bekerj 
-1,aku try untuk lupakan benda tu tapi akhirnya benda tu buat aku jadi down ya allah tlg laa hilangkan kekecewaan yg ada 
-1,Pelik tengok orang zaman sekarang ni dulu kemain beria tunjuk effort dekat kita last ii dia kongsi perasaan tu kat org lain jgk 
-1,kita berada di zaman bahwa ceklis biru di whatsapp itu menyakitkan kalau nggak langsung dibales udah gitu last seen n 
-1,wdyt jelek banget ga ada apa yang mau bikinin moe header 
-1,dijadiin bumbu dapur aku 
-1,pernyataan irsyad yusuf yang juga ketua pkb pasuruan itu di luar nalar pasalnya suara 78 itu sebenarnya juga 
-1,boleh kot kalau nak buat insta story takyah jerit2 bingit sia telinga aku ckp biasa2 pun orang dah dgr 
-1,aku benci soalan bala dgn amelia dh la takde duit nk pinjam pinjam lak cb tul pastu aku lak aku kena kire
-1,sejujurnya saya pikir kekalahan ini bagus untuk mereka dan kita timnasday
-1,hi kamu menjijikkan 
-1,every night i always turn into bdsm bersedih dan selalu menangis
-1,korban gempa palu kecewa jokowi dia bawa bawa wartawan makanya orang mengamukemua jokowi datang ke lokasi gempa ta 
-1,sebagai wanita yang bernama bella gue hanya bisa terdiam seribu bahasa akan kekreatifan om om yang lagi viral ini gak 
-1,ni kalau aku rt org beranak mahu efa tk nk beranak kalau tgk 
-1,rindu aku tu
-1,eh eh bukan buat kamu kok 
-1,then mase aku tade mood tu ternampak pula post pasal kucing lah dobi lah lagi buat aku geram 
-1,masyaallah 
-1,duka yang mendalamemoga saudara saudara kita di palu diberikan kekuatan ketabahan dan mari kita membantu dengan da 
-1,sebelum kamu menyeksa kucing ingatlah ia adalah haiwan kesayangan nabi muhammad a w 
-1,Coba bayangin kalo lu digituin sekali2 ngertiin dia lah jangan kamu mulu yg maunya dingertiin
-1,tapi tapi aku tuh bacot bgt mau hyung begini mau hyung begitu masa hyung gaada gituu 
-1,duh serem
-1,Kesedihan hari ini cukuplah untuk hari ini sajaebab kita tidak pernah tahu besok atau lusa air mata mungkin akan jatuh 
-1,turn off betul bila nak argue dengan someone and that someone start personal attack or screenshot bio lmao sebab tu 
-1,resolusi tidak membantu dan tidak memberi jawaban tentang masalah buyer maupun seller iklan dan nama doang yg gede 
-1,aku tak faham ah dengan orang yang seksa binatang ni weh kau tadek hati perut ke do tu haiwan makhluk allah jugak d 
-1,kalau berkenan izinkan aku kembali pada masa di mana yang kukenal hanya menangis karena tak dibelikan se 
-1,si goblok udah tau sakit tetep ditungguin tetep diliatin kurang tolol apa kamu nak 
-1,mana boleh paksa orang suka kita gila 
-1,gila punya perempuan gaduhikit sampai 7 bulan tak tegur lelaki gaduh hari ni esok dah stable sesama
-1,nggak butuh alesan aku bisa bicara apa aja sama kamu nyaman
